Name,Type,Rating,Rank,Description,Tags,NTags
Ta Bu Dang Nuzhu Hen Duonian,"Web
(16 eps x 20 min)",3.737 out of 5 from 11 votes,"Rank #2,769","As someone who was transported from another world, Tang Ying considered herself to be someone kind since she was little. However, her fate was completely overturned because of a war. In order to avenge her dead father and brother, she used her martial art skills and intellect to infiltrate the dragoon brigade. However, despite looking like a pleb and ruffian, she attracted the attention of Commander Fu Chen of the dragoon brigade... Tang Ying successfully obtained a patron and even managed to carry a handsome man back home. She was doing extraordinarily well as a pleb!","{'Chinese Animation', 'Adventure', 'Action', 'Based on a Web Novel'}",
Omega Strikers OP,"Web
(1 ep x 2 min)",3.737 out of 5 from 11 votes,"Rank #2,770",The opening animation for the video game Omega Strikers.,"{'Opening Animation', 'Promotional', 'Action'}",
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,"Movie
(1 ep x 120 min)",3.737 out of 5 from 564 votes,"Rank #2,771","Soon after their live concert with all 13 members, 765 Pro's all-star idols are given great news: They will be performing a concert at an arena, and will have back-up dancers sent from the idol training school to support them. In the midst of this, the always cheerful Haruka Amami is voted as leader of the idols. Everything was looking up for 765 Pro, until bad news begins to strike. In the face of new barriers, Haruka wavers on her position as leader. However, she must stand up, and gather all the idols together once again for the greatest concert they've ever performed.","{'Idols', 'Music', 'Showbiz'}",
Strike the Blood II,"OVA
(8 eps x 25 min)","3.737 out of 5 from 4,352 votes","Rank #2,772","The OVA will start by depicting the story in the ninth light novel volume and will take place in Blue Elysium, a resort facility near Itogami Island.","{'Fantasy', 'Overpowered Main Characters', 'Based on a Light Novel', 'Demons', 'Harem', 'Action', 'Vampires', 'Magic', 'Island'}",{'Nudity'}
Gokinjo Monogatari,"TV
(50 eps)",3.736 out of 5 from 599 votes,"Rank #2,773","Sixteen-year-old Mikako Kouda has two loves in her life: fashion, and her childhood friend Tsutomu Yamaguchi. Though she dreams of creating her own clothing brand someday, Mikako's true desires lie with Tsutomu - but there's a problem: he's dating the voluptuous and highly-sought-after ""Body-Ko!"" The two longtime companions seem to have feelings for each other, but school, other relationships and additional obstacles continue to stand in their way. Will Mikako and Tsutomu ever be together?","{'Comedy', 'School Life', 'Romance', 'Love Triangle', 'Based on a Manga', 'Shoujo', 'Fashion', 'Drama'}",
Slayers: The Book of Spells,"OVA
(3 eps)","3.736 out of 5 from 2,378 votes","Rank #2,774","Lina Inverse and Naga the Serpent are once again journeying the world for personal gain, though as always, nefarious forces plot to tangle them up in mischief. An old man is trying make a great chimera, but wants Lina as one of its heads! In addition, a brave and incompetent noble (as well as his frightening mother) hires the duo to turn him into a mighty knight, and the gang hunt for a magic mirror that will make copies of its masters enemies; however the copies have entirely opposite personalities of the originals! With all the mayhem and action, Lina’s short fuse and powerful magic will certainly save the day, won’t it?","{'Fantasy', 'Based on a Light Novel', 'Comedy', 'Adventure', 'Magic'}",
Ben-To,"TV
(12 eps)","3.736 out of 5 from 11,001 votes","Rank #2,775","After collapsing in the street bloodied and battered, You Satou has no recollection of what happened to him – the only thing he remembers is going to the supermarket to buy a bento lunchbox. After having bizarre encounters the entire following day including a stern warning to stay away from the store, You returns that night to buy dinner. But when he spies the shelf of half-priced bento and reaches out for one, the penniless teen finds himself thrust into a world where the rush to get a good deal becomes an epic battle in which only the strongest survive…","{'Based on a Light Novel', 'Comedy', 'Convenience Store', 'Food and Beverage', 'Action', 'Hand to Hand Combat'}",
Sugar Bunnies Fleur Specials,"DVD Special
(2 eps x 8 min)",3.736 out of 5 from 11 votes,"Rank #2,776",No synopsis yet - check back soon!,"{'Fantasy', 'Family Friendly', 'Sanrio Characters'}",
"Kiss Him, Not Me","TV
(12 eps)","3.736 out of 5 from 15,741 votes","Rank #2,777","Kae Serinuma is what you'd call a ""fujoshi."" When she sees boys getting along with each other, she loves to indulge in wild fantasies! One day her favorite anime character dies and the shock causes her to lose a ton of weight. Then four hot guys at school ask her out, but that isn't exciting to her at all — she'd rather see them date each other!","{'Lifestyle Change', 'Comedy', 'Reverse Harem', 'Fujoshi', 'Romance', 'Based on a Manga', 'Otaku Culture', 'Shoujo', 'School Life'}",
Dragon Ball Super: Broly - Skytree Super,"Other
(1 ep x 4 min)",3.736 out of 5 from 583 votes,"Rank #2,778",No synopsis yet - check back soon!,"{'Action', 'Shounen', 'Martial Arts', 'Hand to Hand Combat', 'Aliens', 'Non-Human Protagonists', 'Superpowers'}",
B: The Beginning,"Web
(12 eps)","3.736 out of 5 from 8,329 votes","Rank #2,779","The series is set in the future where scientists have tried to breed the “perfect human” in hopes of keeping peace in the universe. After nearly achieving their goal through three children, the scientists send their “new humans” for further training where they are kidnapped by an evil organization set on using their powers to implement their own concept of a new world order.","{'Terrorism', 'Superpowers', 'Original Work', 'Mystery', 'Action', 'Conspiracy', 'Police', 'Sci Fi'}",{'Explicit Violence'}
Mao Yao de Youhuo,"Web
(20 eps)",3.736 out of 5 from 45 votes,"Rank #2,780",No synopsis yet - check back soon!,"{'Reincarnation', 'Fantasy', 'Cats', 'CG Animation', 'Split Personality', 'Animal Characteristics', 'Romance', 'Non-Human Protagonists', 'Based on a Manga', 'Chinese Animation'}",
Tsubasa Reservoir Chronicle The Movie: The Princess in the Birdcage Kingdom,"Movie
(1 ep x 35 min)","3.736 out of 5 from 4,614 votes","Rank #2,781","In the midst of an adventure to find Sakura’s feathers, the gang is transported to a world called “Birdcage Land”. At first glance, it looks like a peaceful place where people and birds live together, each person having a lifetime bird companion; but beneath the façade is a terrible truth: Princess Tomoyo and many citizens are hiding from the evil King, who wants to use Tomoyo’s powers send the world into eternal darkness. Sakura and her companions decide to help the people fight against the tyrant and rescue their bird companions which have been kidnapped. Can they restore peace to the land?","{'Based on a Manga', 'Fantasy', 'Adventure', 'Shounen'}",
Monster Musume OVA,"OVA
(2 eps x 24 min)","3.736 out of 5 from 3,366 votes","Rank #2,782","The OVA will adapt the manga's chapter 17 from the fourth volume, where Miia, Cerea, Mero, and Kurusu go to the gym's pool.","{'Fantasy', 'Comedy', 'Ecchi', 'Seinen', 'Harem', 'Monster Girls', 'Based on a Manga', 'Urban Fantasy', 'Contemporary Fantasy', 'Slice of Life', 'Monsters'}",{'Nudity'}
Brave Story,"Movie
(1 ep x 112 min)","3.736 out of 5 from 2,772 votes","Rank #2,783","One day, the young Wataru decided to visit a haunted building in search of a ghost, but ended up meeting a boy by the name of Mitsuru instead. He has the ability to use magic, and tells Wataru about another world where the wondrous Goddess of Destiny lives – a goddess who can grant any wish. The next day, Wataru returns home only to discover that his parents are getting a divorce, and subsequently, his mother ends up in the hospital in critical condition. In an attempt to fix his family, Wataru goes back to the building and sets off on a journey to the magical world in order to gather five jewels, and ultimately, to gain an audience with the Goddess of Destiny...","{'Based on a Novel', 'Fantasy', 'Family Friendly', 'Child Protagonists', 'Adventure', 'Magic', 'Person in a Strange World', 'Anthropomorphic'}",
Sword Art Online Alternative: Gun Gale Online,"TV
(12 eps)","3.736 out of 5 from 13,043 votes","Rank #2,784","In the world of guns and steel that is Gun Gale Online, LLENN has been a devoted, female solo player. She is obsessed with two things: donning herself entirely in pink and honing her skills with consistent game play. She soon discovers her love for hunting other players (a.k.a. PK), soon to be known as the “Pink Devil.” Meanwhile, LLENN meets a beautiful yet mysterious player, Pitohui, and the two click right away. Doing as she is told by Pitohui, she enters the Squad Jam group battle.","{'Overpowered Main Characters', 'Virtual Reality', 'Based on a Light Novel', 'Guns', 'Tournaments', 'Action', 'MMORPG', 'Game Elements', 'Sci Fi'}",{'Explicit Violence'}
Eve: Outsider,"Music Video
(1 ep x 3 min)",3.736 out of 5 from 145 votes,"Rank #2,785",The official music video for Outsider by Eve.,{'Sci Fi'},
Lupin III Special 10: Crisis in Tokyo,"TV Special
(1 ep x 93 min)",3.735 out of 5 from 782 votes,"Rank #2,786","The Tokugawa family fortune was hidden away at the end of the Edo period and today would be worth trillions of dollars. Such a large prize is naturally appealing to Lupin, who wants to get his hands on it, but there’s a problem – no one knows where the fortune is hidden! The only way Lupin can find the treasure is to obtain two glass plate photos that have the location of the loot etched into them. However, Jigen has a cavity and isn’t on top form, and Goemon’s sword was stolen, so this won’t be an easy job. Plus, to top it all off, Lupin isn’t the only one after the photos; just what does the businessman Michael Suzuki want with the photos, and is the secret they hold really as simple as a treasure map?","{'Comedy', 'Action', 'Thieves', 'Based on a Manga', 'Criminals'}",
Nintama Rantarou Movie 2: Ninjutsu Gakuen Zenin Shutsudou! no Dan,"Movie
(1 ep x 80 min)",3.735 out of 5 from 41 votes,"Rank #2,787",No synopsis yet - check back soon!,"{'Ninja', 'Comedy', 'Family Friendly', 'Adventure', 'Action', 'Shounen', 'Based on a Manga'}",
Hiyokoi,"Other
(1 ep x 23 min)","3.735 out of 5 from 5,316 votes","Rank #2,788","After recovering from an accident, Hiyori has returned to school for the first time, and she's terrified! For Hiyori is painfully shy, and the idea of making friends, let alone introducing herself to the class, is impossible to bear. But regardless of her embarrassment, Hiyori's small stature makes her an instant hit with her peers, including the popular and attractive Yuushin. Confident or not, Hiyori's school – and love - life is just beginning...","{'Shorts', 'Drama', 'Comedy', 'Romance', 'Based on a Manga', 'Shoujo', 'School Life'}",
Traveling Daru,"OVA
(1 ep x 11 min)",3.735 out of 5 from 509 votes,"Rank #2,789","After being rushed to a flight by her mother at the airport, a young girl loses her most prized possession, a plush toy named Daru. Awakened by the girl's tears, Daru sets forth on a grand adventure to find her, crossing continents, communicating with animals and statues alike, and even making a new caterpillar friend along the way. As time passes, will Daru ever be reunited with his beloved owner?","{'Shorts', 'Family Friendly', 'Adventure'}",
Ah! My Goddess TV,"TV
(24 eps)","3.735 out of 5 from 13,698 votes","Rank #2,790","Morisato Keiichi has always had bad luck. No matter what he does or how he acts, nothing seems to go his way. His bike frequently breaks down, his classmates take advantage of him, women ignore and scorn him, and on top of all that, he’s only 5'3"". In Heaven, when someone’s bad luck and good luck are so heavily out of balance, Belldandy (Goddess First Class, Second Category, Unlimited) of the Goddess Assistance Agency comes to the rescue. Belldandy grants Keiichi one wish to make up for all of his bad luck, but when Keiichi wishes for Belldandy to stay by his side forever... the trouble begins. Can Keiichi keep Belldandy by his side, or will outside elements force her to return to heaven?","{'Fantasy', 'Interspecies Relationship', 'Comedy', 'God-Human Relationship', 'Seinen', 'Gods', 'Romance', 'Sudden Girlfriend Appearance', 'Magic', 'Non-Human Protagonists', 'Based on a Manga', 'Contemporary Fantasy'}",
